S.No,Year,Month,State,Occupation,Item,Men,Women
6263,2025-2026,Oct,KERALA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",862.8099999999999,668.1799999999999
6264,2025-2026,Oct,KERALA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",841.76,@
6265,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Ploughing/Tilling workers",370.09,300
6266,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",360.87,303.03
6267,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",356.78,305.33
6268,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",392.08,351.04
6269,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",300,283.33
6270,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Fishermen-inland
",-,-
6271,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6272,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Loggers and wood cutters
",414.52,290
6273,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",265,242.22
6274,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Packaging labourers, agriculture
",@,@
6275,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",330.8,283.33
6276,2025-2026,Oct,"MADHYA PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",373.96,@
6277,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Ploughing/Tilling workers",305.98,244.29
6278,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",278.08,251.85
6279,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",281.59,252.30
6280,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",275.56,252.86
6281,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",255.00,227.00
6282,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Fishermen-inland
",@,-
6283,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6284,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Loggers and wood cutters
",259.05,@
6285,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",230.48,202.50
6286,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Packaging labourers, agriculture
",224.38,203.12
6287,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",257.39,222.10
6288,2024-2025,Oct,"MADHYA PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",280.94,240.00
6289,2024-2025,Oct,MAHARASHTRA,Agriculture,"Ploughing/Tilling workers",415.78,320.00
6290,2024-2025,Oct,MAHARASHTRA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",393.74,287.09
6291,2024-2025,Oct,MAHARASHTRA,Agriculture,"Harvesting/Winnowing/Threshing workers
",406.94,293.94
6292,2024-2025,Oct,MAHARASHTRA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",339.29,277.98
6293,2024-2025,Oct,MAHARASHTRA,Agriculture,"Horticulture workers (including nursery growers)
",389.17,280.83
6294,2024-2025,Oct,MAHARASHTRA,Agriculture,"Fishermen-inland
",@,-
6295,2024-2025,Oct,MAHARASHTRA,Agriculture,"Fishermen-coastal/deep-sea
",@,@
6296,2024-2025,Oct,MAHARASHTRA,Agriculture,"Loggers and wood cutters
",459.77,@
6297,2024-2025,Oct,MAHARASHTRA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",322.36,280.00
6298,2024-2025,Oct,MAHARASHTRA,Agriculture,"Packaging labourers, agriculture
",331.33,250.00
6299,2024-2025,Oct,MAHARASHTRA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",347.61,243.23
6300,2024-2025,Oct,MAHARASHTRA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",391.08,267.14
6301,2025-2026,Oct,MAHARASHTRA,Agriculture,"Ploughing/Tilling workers",424.44,320
6302,2025-2026,Oct,MAHARASHTRA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",403.33,307.07
6303,2025-2026,Oct,MAHARASHTRA,Agriculture,"Harvesting/Winnowing/Threshing workers
",419.46,320
6304,2025-2026,Oct,MAHARASHTRA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",380,312.5
6305,2025-2026,Oct,MAHARASHTRA,Agriculture,"Horticulture workers (including nursery growers)
",436.14,324.87
6306,2025-2026,Oct,MAHARASHTRA,Agriculture,"Fishermen-inland
",514.29,@
6307,2025-2026,Oct,MAHARASHTRA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6308,2025-2026,Oct,MAHARASHTRA,Agriculture,"Loggers and wood cutters
",500.71,@
6309,2025-2026,Oct,MAHARASHTRA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",327.55,304.17
6310,2025-2026,Oct,MAHARASHTRA,Agriculture,"Packaging labourers, agriculture
",386.36,310
6311,2025-2026,Oct,MAHARASHTRA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",368.52,252.78
6312,2025-2026,Oct,MAHARASHTRA,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",466.59,344
6313,2025-2026,Oct,"MANIPUR
",Agriculture,"Ploughing/Tilling workers",636,@
6314,2025-2026,Oct,"MANIPUR
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",635,525
6315,2025-2026,Oct,"MANIPUR
",Agriculture,"Harvesting/Winnowing/Threshing workers
",630,525
6316,2025-2026,Oct,"MANIPUR
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",425,395
6317,2025-2026,Oct,"MANIPUR
",Agriculture,"Horticulture workers (including nursery growers)
",425,395
6318,2025-2026,Oct,"MANIPUR
",Agriculture,"Fishermen-inland
",390,360
6319,2025-2026,Oct,"MANIPUR
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6320,2025-2026,Oct,"MANIPUR
",Agriculture,"Loggers and wood cutters
",490,-
6321,2025-2026,Oct,"MANIPUR
",Agriculture,"Packaging labourers, agriculture
",-,-
6322,2025-2026,Oct,"MANIPUR
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",-,-
6323,2025-2026,Oct,"MANIPUR
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",650,650
6324,2024-2025,Oct,"MANIPUR
",Agriculture,"Ploughing/Tilling workers",351.43,-
6325,2024-2025,Oct,"MANIPUR
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",333.89,309.38
6326,2024-2025,Oct,"MANIPUR
",Agriculture,"Harvesting/Winnowing/Threshing workers
",324.29,315.71
6327,2024-2025,Oct,"MANIPUR
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
6328,2024-2025,Oct,"MANIPUR
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
6329,2024-2025,Oct,"MANIPUR
",Agriculture,"Fishermen-inland
",-,-
6330,2024-2025,Oct,"MANIPUR
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6331,2024-2025,Oct,"MANIPUR
",Agriculture,"Loggers and wood cutters
",@,-
6332,2024-2025,Oct,"MANIPUR
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",330.00,-
6333,2024-2025,Oct,"MANIPUR
",Agriculture,"Packaging labourers, agriculture
",@,-
6334,2024-2025,Oct,"MANIPUR
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",@,-
6335,2024-2025,Oct,"MANIPUR
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,-
6336,2025-2026,Oct,"MANIPUR
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",425.00,415.00
6337,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
6338,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Ploughing/Tilling workers",374.29,204.00
6339,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",343.50,210.75
6340,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",349.33,197.17
6341,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
6342,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
6343,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Fishermen-inland
",-,-
6344,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6345,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Loggers and wood cutters
",@,-
6346,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",313.88,@
6347,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Packaging labourers, agriculture
",@,-
6348,2024-2025,Oct,"MEGHALAYA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",335.17,203.17
6349,2024-2025,Oct,"MEGHALAYA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
6350,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Ploughing/Tilling workers",411.43,@
6351,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",473.57,316.43
6352,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",479.52,307.32
6353,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
6354,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
6355,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Fishermen-inland
",-,-
6356,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6357,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Loggers and wood cutters
",434.9,@
6358,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Packaging labourers, agriculture
",-,-
6359,2025-2026,Oct,"MEGHALAYA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",@,@
6360,2025-2026,Oct,"MEGHALAYA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",-,-
6361,2025-2026,Oct,"ODISHA
",Agriculture,"Ploughing/Tilling workers",509.33,-
6362,2025-2026,Oct,"ODISHA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",478.76,396.57
6363,2025-2026,Oct,"ODISHA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",398.72,315.38
6364,2025-2026,Oct,"ODISHA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",-,-
6365,2025-2026,Oct,"ODISHA
",Agriculture,"Horticulture workers (including nursery growers)
",369.8,300.48
6366,2025-2026,Oct,"ODISHA
",Agriculture,"Fishermen-inland
",384.38,-
6367,2025-2026,Oct,"ODISHA
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6368,2025-2026,Oct,"ODISHA
",Agriculture,"Loggers and wood cutters
",497.86,-
6369,2025-2026,Oct,"ODISHA
",Agriculture,"Packaging labourers, agriculture
",332.35,@
6370,2025-2026,Oct,"ODISHA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",410,379.33
6371,2025-2026,Oct,"ODISHA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",406.67,-
6372,2024-2025,Oct,"ODISHA
",Agriculture,"Ploughing/Tilling workers",374.49,309.64
6373,2024-2025,Oct,"ODISHA
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",375.59,330.00
6374,2024-2025,Oct,"ODISHA
",Agriculture,"Harvesting/Winnowing/Threshing workers
",366.43,320.86
6375,2024-2025,Oct,"ODISHA
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
6376,2024-2025,Oct,"ODISHA
",Agriculture,"Horticulture workers (including nursery growers)
",@,@
6377,2024-2025,Oct,"ODISHA
",Agriculture,"Fishermen-inland
",244.00,-
6378,2024-2025,Oct,"ODISHA
",Agriculture,"Fishermen-coastal/deep-sea
",@,-
6379,2024-2025,Oct,"ODISHA
",Agriculture,"Loggers and wood cutters
",322.62,-
6380,2024-2025,Oct,"ODISHA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",260.67,191.25
6381,2024-2025,Oct,"ODISHA
",Agriculture,"Packaging labourers, agriculture
",@,-
6382,2024-2025,Oct,"ODISHA
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",365.08,316.34
6383,2024-2025,Oct,"ODISHA
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",277.78,@
6384,2025-2026,Oct,"ODISHA
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",348.89,304.00
6385,2025-2026,Oct,"PUNJAB
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",387.78,@
6386,2024-2025,Oct,"PUNJAB
",Agriculture,"Ploughing/Tilling workers",449.56,@
6387,2024-2025,Oct,"PUNJAB
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",428.50,373.67
6388,2024-2025,Oct,"PUNJAB
",Agriculture,"Harvesting/Winnowing/Threshing workers
",442.91,@
6389,2024-2025,Oct,"PUNJAB
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",384.00,@
6390,2024-2025,Oct,"PUNJAB
",Agriculture,"Horticulture workers (including nursery growers)
",@,-
6391,2024-2025,Oct,"PUNJAB
",Agriculture,"Fishermen-inland
",-,-
6392,2024-2025,Oct,"PUNJAB
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6393,2024-2025,Oct,"PUNJAB
",Agriculture,"Loggers and wood cutters
",@,-
6394,2024-2025,Oct,"PUNJAB
",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",346.07,@
6395,2024-2025,Oct,"PUNJAB
",Agriculture,"Packaging labourers, agriculture
",403.33,@
6396,2024-2025,Oct,"PUNJAB
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",422.67,-
6397,2024-2025,Oct,"PUNJAB
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",414.29,-
6398,2025-2026,Oct,"PUNJAB
",Agriculture,"Ploughing/Tilling workers",475.45,@
6399,2025-2026,Oct,"PUNJAB
",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",473.64,407.5
6400,2025-2026,Oct,"PUNJAB
",Agriculture,"Harvesting/Winnowing/Threshing workers
",484.44,405.71
6401,2025-2026,Oct,"PUNJAB
",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",430,@
6402,2025-2026,Oct,"PUNJAB
",Agriculture,"Horticulture workers (including nursery growers)
",@,-
6403,2025-2026,Oct,"PUNJAB
",Agriculture,"Fishermen-inland
",-,-
6404,2025-2026,Oct,"PUNJAB
",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6405,2025-2026,Oct,"PUNJAB
",Agriculture,"Loggers and wood cutters
",@,-
6406,2025-2026,Oct,"PUNJAB
",Agriculture,"Packaging labourers, agriculture
",450,-
6407,2025-2026,Oct,"PUNJAB
",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",452,@
6408,2025-2026,Oct,"PUNJAB
",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",475.79,-
6409,2025-2026,Oct,RAJASTHAN,Agriculture,"Ploughing/Tilling workers",530.63,@
6410,2025-2026,Oct,RAJASTHAN,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",461.61,370.4
6411,2025-2026,Oct,RAJASTHAN,Agriculture,"Harvesting/Winnowing/Threshing workers
",476.99,431.56
6412,2025-2026,Oct,RAJASTHAN,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",444,416.67
6413,2025-2026,Oct,RAJASTHAN,Agriculture,"Horticulture workers (including nursery growers)
",426,@
6414,2025-2026,Oct,RAJASTHAN,Agriculture,"Fishermen-inland
",-,-
6415,2025-2026,Oct,RAJASTHAN,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6416,2025-2026,Oct,RAJASTHAN,Agriculture,"Loggers and wood cutters
",497.89,-
6417,2025-2026,Oct,RAJASTHAN,Agriculture,"Packaging labourers, agriculture
",397.86,@
6418,2025-2026,Oct,RAJASTHAN,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",433.46,353.64
6419,2025-2026,Oct,RAJASTHAN,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",472.44,-
6420,2024-2025,Oct,RAJASTHAN,Agriculture,"Ploughing/Tilling workers",405.00,@
6421,2024-2025,Oct,RAJASTHAN,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",405.00,373.75
6422,2024-2025,Oct,RAJASTHAN,Agriculture,"Harvesting/Winnowing/Threshing workers
",459.17,430.91
6423,2024-2025,Oct,RAJASTHAN,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
6424,2024-2025,Oct,RAJASTHAN,Agriculture,"Horticulture workers (including nursery growers)
",@,-
6425,2024-2025,Oct,RAJASTHAN,Agriculture,"Fishermen-inland
",-,-
6426,2024-2025,Oct,RAJASTHAN,Agriculture,"Fishermen-coastal/deep-sea
",-,-
6427,2024-2025,Oct,RAJASTHAN,Agriculture,"Loggers and wood cutters
",400.00,-
6428,2024-2025,Oct,RAJASTHAN,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
6429,2024-2025,Oct,RAJASTHAN,Agriculture,"Packaging labourers, agriculture
",@,@
6430,2024-2025,Oct,RAJASTHAN,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",408.75,363.08
6431,2024-2025,Oct,RAJASTHAN,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",399.17,@
6432,2025-2026,Oct,RAJASTHAN,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",411.67,@
6433,2025-2026,Oct,"TAMIL NADU",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",603.90,361.90
6434,2024-2025,Oct,"TAMIL NADU",Agriculture,"Ploughing/Tilling workers",706.08,@
6435,2024-2025,Oct,"TAMIL NADU",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",585.95,397.36
6436,2024-2025,Oct,"TAMIL NADU",Agriculture,"Harvesting/Winnowing/Threshing workers
",585.28,396.14
6437,2024-2025,Oct,"TAMIL NADU",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,329.05
6438,2024-2025,Oct,"TAMIL NADU",Agriculture,"Horticulture workers (including nursery growers)
",@,@
6439,2024-2025,Oct,"TAMIL NADU",Agriculture,"Fishermen-inland
",-,-
6440,2024-2025,Oct,"TAMIL NADU",Agriculture,"Fishermen-coastal/deep-sea
",-,-
6441,2024-2025,Oct,"TAMIL NADU",Agriculture,"Loggers and wood cutters
",636.15,@
6442,2024-2025,Oct,"TAMIL NADU",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",675.14,@
6443,2024-2025,Oct,"TAMIL NADU",Agriculture,"Packaging labourers, agriculture
",@,@
6444,2024-2025,Oct,"TAMIL NADU",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",582.80,372.37
6445,2024-2025,Oct,"TAMIL NADU",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",691.65,@
6446,2025-2026,Oct,"TAMIL NADU",Agriculture,"Ploughing/Tilling workers",751.67,@
